,Writer Name,IPI,PRO
88828,O DEA ANNE CALDWELL,22681993,ASCAP
88831,BAXTER PHIL ,2380434,ASCAP
88832,HEATH MOIRA ,13667886,PRS
88833,HEATH TED ,13668099,PRS
88836,HILL ALEXANDER ,14106047,ASCAP
88837,HOPKINS CLAUDE ,14377202,ASCAP
88839,CREAMER HENRY ,7052915,ASCAP
88852,JOHNSON EDWARD ,15409017,ASCAP
88858,MORTON FERDINAND JOSEPH,21585796,ASCAP
88862,TODD BOB ,49605761,ASCAP
88865,BONIME JOSEF ,3649500,ASCAP
88866,STONE GREGORY ,29700393,ASCAP
88868,SPINA HAROLD ,29343780,ASCAP
88872,ERDMAN ERNIE ,9372491,ASCAP
88876,MURPHY OWEN ,516014985,ASCAP
88883,CLAYTON BUCK ,6316518,ASCAP
88886,WILLIAMS MARY LOU,32987071,ASCAP
88887,HINES EARL ,14142631,ASCAP
88888,WOODE WILLIAM HENRI,33203925,ASCAP
88896,DABNEY FORD T,7299479,ASCAP
88901,SPIKES BENJAMIN F,29339962,ASCAP
88902,SPIKES JOHN C,29340002,ASCAP
88904,GREY CLIFFORD ,12686593,ASCAP
88911,PINKARD EDNA B,24398677,ASCAP
88915,HARRIS WILL J,13478004,ASCAP
88929,MATRANGA JACK THOMAS,481624940,ASCAP
88930,WHITE BROOKE ELIZABETH,448263835,ASCAP
88941,COCKE DANIEL JAMES,594372614,BMI
88945,QUALLS CHRISTOPHER WILLIAM,519619824,ASCAP
88946,STRAUBE ERIC JOSEPH,488529499,ASCAP
88962,LEWIS DAVID E,48280476,ASCAP
88963,LEWIS JONATHAN ,125348977,ASCAP
88964,LEWIS WAYNE I,44418788,ASCAP
88971,ARONSON RICHARD L,46167578,ASCAP
88978,COLE EARL S,48211400,NS
88987,TARGO MIKK ,140730116,EAU
88993,OLIVER DAVID BRIAN,58539349,BMI
88994,PIERSA STACEY E,207943368,BMI
89005,MC CONNELL THOMAS G,51403227,ASCAP
89015,PRUSAN JEFFREY DAVID,336391361,ASCAP
89016,TATARSKY ELI ,30256130,BMI
89021,LENIER DOUGLAS J,41520034,ASCAP
89034,HOWARD DANIEL ,122555892,NS
89045,BRYANT SHARON A,44467673,ASCAP
89046,PHILLIPS JOSEPH ALAN,125356783,ASCAP
89064,GABLE BILL  ,49895715,ASCAP
89065,LIND JONATHAN G,54840871,ASCAP
89081,ANDERSON LEWIS J,72204312,BMI
89086,THOMAS DEBORAH D,44780769,ASCAP
89089,FOREMAN TIMOTHY DAVID,340091206,ASCAP
89095,PAGNOTTA TIMOTHY ALAN,342794643,BMI
89108,BRISEBOIS DANIELLE A,218611388,BMI
89181,PEARSON DREW ,690021766,BMI
89195,MOORE LE CRAE,456756418,ASCAP
89216,SPADAFORA DANIEL VICTOR,425391464,SOCAN
89231,BUTLER CHAD MATTHEW,340088584,ASCAP
89236,TROTTER JOHN SCOTT,31089309,ASCAP
89243,EDWARDS EDWIN B,9060219,ASCAP
89244,LA ROCCA D JAMES,16958756,ASCAP
89247,SBARBARO ANTHONY ,27773466,ASCAP
89248,SHIELDS LARRY ,77512860,ASCAP
89257,JAMES PAUL ,336288153,ASCAP
89258,SWIFT KAY ,29993534,ASCAP
89262,TISHMAN FAY ,30686199,ASCAP
89264,SAXON GRACE ,27763470,ASCAP
89267,WELDON FRANK ,32693388,ASCAP
89269,MAXWELL SPENCE ,20223060,ASCAP
89270,BERRY LEON BROWN,345422968,ASCAP
89272,SANDERS PAUL ,27493767,ASCAP
89282,HIRSCH WALTER ,14171426,ASCAP
89289,LIEBMAN MAX ,18071407,ASCAP
89308,BOWER MAURICE BUGS,3958193,ASCAP
89316,COOK WILL MARION,6709101,ASCAP
89317,HEYWOOD DONALD ,14064916,ASCAP
89342,SCHOEN VICTOR ,28013222,ASCAP
89347,PIAF EDITH ,24250523,SACEM
89355,LEIP HANS ,17724686,GEMA
89356,SCHULTZE NORBERT ,35170311,GEMA
89363,FULTON JACK ,11021861,ASCAP
89364,GOERING AL ,12120559,ASCAP
89365,PETRILLO CAESAR ,24146024,ASCAP
89370,LATHAM DWIGHT B,17379377,ASCAP
89371,O CONNOR THOMAS FRANCIS,271921467,PRS
89378,WEISBACH WILLIAM S,340507496,ASCAP
89386,LAWS RONALD W,581277825,ASCAP
89396,LAWS MICHELE E,347455249,ASCAP
89412,LAWS RONNIE  ,88988392,ASCAP
89423,JONES JENNIFER A,348271747,ASCAP
89428,HINSON RASUN DAVON,636701843,ASCAP
89429,WOODS TYLER ,566282134,ASCAP
89437,SPEAR GEORGE TYRONE,488437405,ASCAP
89438,WISNER JIMMY ,48522381,ASCAP
89451,HANNA JAIME ,194760734,BMI
89469,MILLER ALAN  ,200202853,ASCAP
89473,ELY EARLE REWELL,217797339,BMI
89477,DYER MELANIE R,138852353,ASCAP
89482,RAY ALAN ,128763358,ASCAP
89483,KENNEDY BRYAN GLENN,144068682,ASCAP
89485,OROZCO RICHARD G,336975523,ASCAP
89486,WILSON REESE D,50782584,ASCAP
89491,BOONE LARRY EUGENE,51257992,BMI
89525,DEVANEY DON ,54853858,ASCAP
89526,MUNYON DAVID LEE,200230945,BMI
89554,COGLIATI ADELIO ,59529151,SIAE
89555,RALSTON JAMES E,336671256,ASCAP
89556,RAMAZZOTTI EROS ,47526081,SIAE
89558,SAURER JEFFREY ,733445448,ASCAP
89559,SAURER KEVIN M,619984004,ASCAP
89563,ESPARZA JIMENEZ JOSE GUADALUPE,448287423,ASCAP
89570,PANIAGUA GARCIA CIRINO,130170039,SACM
89573,ELIZALDE DIAZ DE LEON LUIS FERNANDO,177593033,BMI
89574,PUENTE-COSTILLA MARCOS ,348876604,BMI
89581,FRIAS-TAPIA JOSE MARIA,222853973,SACM
89582,LUNA MIGUEL A,524140985,BMI
89584,MENDOZA MIGUEL A,197490719,SESAC
89588,MATA SANTOS JUAN JOSE,177593719,SACM
89589,SANTIESTEBAN MACIAS ARTURO,177616443,SACM
89591,WILLOUGHBY LARRY C,51330915,ASCAP
89595,KASTNER ANDREW DAVID,87669709,ASCAP
89596,LARSON NICOLETTE ,74998710,BMI
89599,KING PRINCESS ANDRAIL,726062458,ASCAP
89601,PRINCE EVERETTE EMANUEL JR,655299212,BMI
89602,TOOMER DEMETRIE CASEY,800512593,ASCAP
89609,GOMEZ GUIANKO ,194557629,BMI
89610,RIVEROS JUAN ,715575139,ASCAP
89612,SILVA ANDRE RICARDO SEVERO MENEZES DA,649229027,ABRAMUS
89613,TELO MICHEL ,404148787,NS
89614,BARRETO-RAMOS ELI AGUSTIN,447027953,ASCAP
89615,MARMO CARLOS A,334253584,ASCAP
89616,RAMOS-QUINTANA MANUEL ,466380437,ASCAP
89621,TETUAIVA MAEVA OLGA RAYMONDE,38573953,SPACEM
89624,MALVO ANTHONY WINSTON,178131567,PRS
89625,DUVALL JAMES R,355224083,BMI
89634,LEWIS YAA'ASANTEWAA RASHIDA,452697526,ASCAP
89649,ARREY YOLANDA NDOBE,827769489,ASCAP
89650,QUIROZ CARLOS FELIPE,733418843,ASCAP
89659,ALCHEMIST  ,422082005,ASCAP
89663,HOLTZMAN JONATHAN BRIELLE,75079950,ASCAP
89668,BLAND MICHAEL A,343343386,ASCAP
89669,ELM THOMAS R,333761077,ASCAP
89670,HAYES MORRIS K,128093577,ASCAP
89683,MAGETT DIANE CAROL,514794636,ASCAP
89692,ZAREMBA DREW ,828717016,ASCAP
89693,BASKERVILLE LAWRENCE ROBERT,215956164,BMI
89694,PRADO FABRIZIO ,529763908,ASCAP
89695,ALVARADO EDDIE ,794161909,ASCAP
89699,BROWN KYLE ANDRE,891162818,ASCAP
89700,SHEFF DIZZLE  ,520162012,ASCAP
89707,CASIO BEATS  ,796663869,ASCAP
89711,DRING JAMES VERNON,437869702,PRS
89713,STREET JODY ALEXANDER,569427311,PRS
89715,BARMAN PAUL NATHANIEL,342105213,ASCAP
89718,LIND-DOMENECH XAVIER ISMAEL,560676730,ASCAP
89719,PRINCE MALIK  ,622670560,SESAC
89724,NUSENBAUM ANNA ,850512460,ASCAP
89725,ANDREWS FREDERICK J,341316695,ASCAP
89727,GOLDSEN MICHAEL H,12177322,ASCAP
89729,PATTISON ROBERT ,744684314,SOCAN
89744,KUCERA MATTHEW WILLIAM,536378626,ASCAP
89745,MESENBRINK ZACHARIHA JAMES,654856213,ASCAP
89746,ROSE FRANK ,479756683,ASCAP
89750,ABERNATHY SAMUEL CARL,841271063,ASCAP
89751,HARPER MATTHEW ZANE,507144675,ASCAP
89752,PRINCE DAVID WELDON,754782899,BMI
89754,PIA CARLOS ,24249108,SADAIC
89755,VEGTER NIC ,230829678,BUMA
89758,JONES DOMINIQUE CHALEA,521929846,ASCAP
89763,WILLIAMS JIROU ANDERSON,593333143,BMI
89765,BEAL BRANDON O BRYANT,487079409,BMI
89767,FOGH SEBASTIAN ,576503533,KODA
89768,FORCHHAMMER LUKAS ,652427940,ASCAP
89769,FORREST STEFAN ,502110040,ASCAP
89770,HEDEGARD RASMUS ,598293685,KODA
89771,JENSEN MORTEN RISTORP,401688470,ASCAP
89772,LABREL DAVID JAMES,512655078,ASCAP
89773,PILEGAARD MORTEN ,556549905,ASCAP
89778,PETERSEN MARK FALGREN,655401360,KODA
89792,LARSSON MAGNUS ,653386624,KODA
89809,WORSOE CHRISTIAN BACH,599596459,KODA
89822,VAN ZANT RONNIE,86420670,BMI
89847,NIELSEN MADS EMIL,573294919,KODA
89849,DUGUID JIM ,440415002,PRS
89856,VERDI MAURO ,587469976,SADAIC
89859,FALGREN MARK ,655401654,KODA
89884,GREENBAUM DAVID ADAM,521001920,ASCAP
89897,GHALEB JAMES ALAN,638307147,BMI
89914,WORSHAM CHARLIE ,628771810,BMI
89931,MCCREERY SCOTT COOKE,682097225,BMI
89936,NANCE WIL ,416767341,BMI
89943,HENDERSON JON MICHAEL,216514298,BMI
89946,JOHNSON JEREMY CHRIS,456572040,ASCAP
89953,LAMMONDS PHILLIP ,504486068,BMI
89958,WEST MATTHEW JOSEPH,342955352,ASCAP
89960,MCCREERY SCOTTY ,682097323,BMI
89984,FANNING DAVID RAY,245305980,BMI
89990,SMITH JAY RYAN,434109583,BMI
90017,RICE CHASE ,609389026,BMI
90019,ESHUIS AARON JAMES,593483412,ASCAP
90020,ISBELL DAN ,350980752,BMI
90023,STEWART RONNIE C,125896840,ASCAP
90025,LAY BRANDON ,723423371,ASCAP
90030,SIMPSON DANNY E,182295947,BMI
90044,RAY ASHLEY PAULINE,580419839,BMI
90045,CROWELL MILLER ZACHERY,491437146,ASCAP
90052,BARE BOBBY ,2081740,BMI
90065,URBAN KEITH LIONEL,165485447,BMI
90067,KIDD TAMMI L,357030089,BMI
90069,ISBELL DANIEL PAUL,350980654,BMI
90078,PAULIN JAMIE ,405030419,BMI
90111,ETTINGER STEVEN J,127354483,ASCAP
90112,PIERCE DARRYL L,343328673,ASCAP
90121,CALHOUN RAYMOND JAMES,73441292,BMI
90125,BLAIR SHERRI MARISA,338170566,ASCAP
90126,HANNIBAL CHAUNCEY ANDRE,338127957,SESAC
90137,HARVEY OSTEN  ,338229554,ASCAP
90143,LEDINSKY DANIEL ,647431637,STIM
90145,PERSSON HASSLE ERIK KAJ,579225810,STIM
90176,MORRIS DANIEL CLIVE,498237310,BMI
90220,DELAINE AUBRY S,516253472,ASCAP
90222,PARHM ALEXANDER ,445913250,ASCAP
90223,REYNOLDS DWIGHT ,186606152,BMI
90225,THOMAS KEITH ,346363360,ASCAP
90226,USHER  ,340981560,ASCAP
90227,DALTON DARNELL O,447318155,ASCAP
90232,TAYLOR JASON LAMAR,435464161,BMI
90233,THOMAS KEITH ,524487443,ASCAP
90243,TAYLOR LAMAR ,519688309,BMI
90246,GRIFFIN KIYAMMA R,335805268,ASCAP
90256,MARDONES BENNY A  ,62912093,ASCAP
90257,MORRIS DANIEL C,498237408,BMI
90259,TEPPER ROBERT M,38805764,ASCAP
90281,CALLOWAY ROBERT RAY JR,199248909,BMI
90284,JOHNSON DAVID ALLEN,724936131,ASCAP
90285,MARDRE FAHEEM HASAN,515559641,ASCAP
90313,HARRELL THADDIS LAPHONIA,129622572,ASCAP
90351,DIAZ JOHN PAUL,557051846,SESAC
90352,HUNTER MALISSA ,473733047,BMI
90365,PERRY CHRISTOPHER JEROME,448093931,BMI
90401,MATHIS ALONZO ,521528379,BMI
90403,DOIRON GUILLAUME ,686243027,SOCAN
90405,TAVERNIER GAELE ,532552176,SOCAN
90409,BRADFORD BARRY DEWAYNE,689854759,BMI
90413,MONTAGUE ISHMAEL SADIQ,809844114,BMI
90416,TURNER BOBBY JOSEPH JR,711733273,BMI
90442,MC DOWELL ROBERT W,341019600,ASCAP
90445,GLOVER MELVIN ,143058003,BMI
90452,BROWN KENDRICKE DEMOND,589693568,ASCAP
90455,MURPHY CAMERON DEVAUN,648569002,BMI
90456,PHILLIPS CARLOS ST JOHN,750252565,BMI
90467,BAILEY ALPHONZO JEROME,231484095,BMI
90494,OUTING DAVID LAMAR II,638003174,BMI
90495,TRIBBETT TYRONE ,344247079,ASCAP
90496,GIBSON ANDREW WRIGHT,551659632,BMI
90503,DAYNE TAYLOR ,169029553,NS
90504,DOKO TANIA EMILIA F,277342450,APRA
90505,KINGS NICLAS ,284137852,BMI
90511,ALAN SCOTT ,705895025,ASCAP
90516,GRAZIOSE ROBERT P,228419367,BMI
90517,LUECKE ERNEST ANTHONY,462963822,BMI
90520,CURTIS JORDAN THOMAS,768840000,ASCAP
90521,SPEARMAN EMMANUEL BAKARI,769501022,ASCAP
90522,SPIVEY MARQUIST RAYMON,768634887,ASCAP
90523,LITTLE JOEL ,454893516,APRA
90529,WESTERBERG PAUL ,126364975,ASCAP
90552,KVASNOSKY TIMOTHY JOHN,349729026,ASCAP
90558,NUNEZ EDWARD BEETHOVEN,733044275,ASCAP
90559,EMILE DWIGHT JOSEPH,38059674,ASCAP
90566,TONEY ANDRE JAMES,447928023,ASCAP
90568,LAMBERT RAYMOND ,446297529,ASCAP
90592,CONEDY NADDIE B,453129469,ASCAP
90601,ROWE RUBY JEWEL,447927712,ASCAP
90602,WILKINSON KENNETH ALEXANDER,127896436,ASCAP
90608,JOHNS DEMARCUS LAMAR,502361696,ASCAP
90612,BRUNN VALENTIN ,691372134,GEMA
90629,BIRDWELL ROBERT WAYNE,454204873,ASCAP
90630,MALOY PAUL A,126968051,ASCAP
90634,HARRISON MICHAEL ALLEN,128603093,ASCAP
90635,JEWELL MOLLY ANNE,556058047,SESAC
90636,STAYNER KATIE ESTHER,566281627,ASCAP
90643,BENNETT TENIQUA SHANEE,433985039,ASCAP
90644,WILLIAMS KENNETH ,474521453,ASCAP
90660,ANYA MARINA  ,441221406,ASCAP
90673,GIPSON CYNTHIA ,446297333,ASCAP
90687,KONDOR ROBBIE ,127749354,ASCAP
90688,MARDIN ARIF ,19523785,BMI
90689,BUTLER JOURDAN STEPHANO,505521488,SESAC
90690,CAINE JALISSA C,545092356,ASCAP
90691,ASH DANIEL GASTON,51598272,PRS
90692,DOMPE KEVIN MICHAEL,145768641,BMI
90693,HASKINS DAVID JOHN,51612510,PRS
90694,MURPHY PETER JOHN,21668200,PRS
90696,GOLDWASSER BENJAMIN NICHOLAS HUNTER,532426573,SESAC
90697,HOSFORD CONNAN TANT,479074811,APRA
90698,VANWYNGARDEN ANDREW WELLS,532426965,SESAC
90699,WIMBERLY JONATHAN PATRICK,549722913,SESAC
90701,JOHNSTONE DAVEY  ,71580874,ASCAP
90703,TREACY DANIEL JOSEPH,73183579,PRS
90705,ROSENBERG ARIEL MARCUS,488868961,ASCAP
90710,WILLETT BRIAN MARK,229781930,BMI
90715,BROTHERS KERRY D,347980031,ASCAP
90716,HARRY GEORGE MICHEAL,342823277,ASCAP
90719,ANTHONY RAYBURN ,128252292,ASCAP
90726,DE BRUZZI LISA KAY,706843241,ASCAP
90727,DIPALO JESSICA MARIE,533830757,BMI
90728,HINCHCLIFFE CHARLES EVERETT,568157222,BMI
90729,SUNDSTEDT MATTHEW ,534612273,BMI
90731,JOHNSON TYME ,404232213,ASCAP
90733,JOHNSON JESSE WAYNE,486944300,ASCAP
90751,LANG DE RYAN M,617061862,BUMA
90754,DI FLORIO NICO ,489028518,NS
90759,FERM JAN WILHELM,120440435,STIM
90768,FERREIRA VICTOR  ,698412209,SACEM
90770,DEJESUS RICK ANTHONY,522519472,BMI
90771,GILES RYAN KRISTOPHER,601107805,ASCAP
90776,CONTI FEDERICO ,420828574,PRS
90779,GUSTAFSON NEAL ANDREW EMIL,421018511,ASCAP
90782,TERRAZAS MAYRA ,712374758,ASCAP
90789,RAMON GARY ,162126302,PRS
90793,FALKOW NANCY A,338289138,ASCAP
90797,PK SUN ,344814756,ASCAP
90798,SUNDRA SHAM ,239185255,ASCAP
90800,LEE SEUNG WHAN,285064750,KOMCA
90806,GASSMAN C E,69513166,ASCAP
90807,HALL OTHNIEL D,125881761,ASCAP
90808,HORNTVETH LARS ,274682045,TONO
90810,SUNDFOER SUSANNE AARTUN,468805221,TONO
90812,HWANG SE JOON,284516451,KOMCA
90816,TANDON SHAMEER ,436816443,PRS
90817,SUNMONU SAMUEL ADEDEJI,838567688,ASCAP
90824,MARTON LEVENTE ,755955001,ARTISJUS
90836,REED CALEB TIMOTHY,827605723,BMI
90837,WRIGHT ANTONIO KISHORS,793406811,ASCAP
90844,JAMES JERMANY VICTOR,442840858,BMI
90849,SIMPSON JOHN STURGILL,625968409,BMI
90856,RIDGE BRENT DENNIS,744493715,ASCAP
90870,HIGGENSON TOM  ,344679923,ASCAP
90871,RETONDO MIKE  ,510949459,ASCAP
90873,HIGGENSON THOMAS JOHN,344679825,ASCAP
90882,LOPEZ TIMOTHY JOHN,422796447,ASCAP
90889,RETONDO MICHAEL DAVID,510949361,ASCAP
90892,HEILMAN CRAIG M,336370960,ASCAP
90895,KEARNEY SAMUEL WILLIAM,356802061,BMI
90898,DALY MICHAEL A,199735505,ASCAP
90903,MAST STEVEN MICHAEL,344529654,ASCAP
90908,POST MIA ,489249203,BMI
90922,TIRIO DAVID MICHAEL,510945765,ASCAP
90931,OTTESTAD PER KRISTIAN,160368187,BMI
90963,FRANKFORT EVAN ,356820843,SESAC
90968,MONAHAN DANIEL PATRICK,602168775,PRS
90969,SCHMIDT LOUIS A,624425465,BMI
90970,CALHOUN REED MICHAEL,422782855,ASCAP
90976,DALY MICHAEL  ,423031806,ASCAP
90978,DEZUZIO JAYSON M,655589201,ASCAP
90982,TOMPKINS CHRIS  ,346652548,ASCAP
90988,PEIKEN SHELLY  ,228869915,BMI
90992,WILLIAMS QUINTON ,697816480,ASCAP
90994,CINTRON MARTIN ,339209164,ASCAP
90995,HERNANDEZ MAX ARNOLDO,333895538,ASCAP
91001,BENSUSEN STEVIE CEDENO,144878344,BMI
91002,LA BELLE SHAUN HARRISON,128665945,ASCAP
91010,CALDWELL GLORIA ,4848686,ASCAP
91015,STOBER GERALD L,335369355,ASCAP
91019,ARZOUMANIAN ALEJANDRO ANGEL,261481965,SADAIC
91020,BAIERL HARALD ,87786019,GEMA
91022,RULOFS HELMUT ,38868241,GEMA
91030,MARCS LESLIE ,578063620,GEMA
91047,BAILON ADRIENNE ,485352631,BMI
91048,BRYAN SABRINA ,483723828,SESAC
91049,CHASEZ JOSHUA SCOTT,345217575,ASCAP
91050,DIXON ERNEST E,348409055,ASCAP
91056,WILLIAMS KIELY A,485352827,BMI
91065,RIVERA ELAN LUZ,455858805,ASCAP
91072,PEARMAN RAVEN SYMONE CHRISTINA,466089523,BMI
91073,ANDERS ADAM EINAR,448809909,ASCAP
91078,PACK DAVID ROBERT,77888015,SESAC
91082,BAILON ADRIENNE ELIZA,485352435,BMI
91084,HINOJOS REBA SABRINA,483707628,SESAC
91087,WILLIAMS KIELY ALEXIS,485352729,BMI
91088,DIBENEDETTO NICKY SHAY,336447064,ASCAP
91091,TILSON JOHN STEVEN,514907947,ASCAP
91093,BEAL TERON O,342745856,BMI
91094,PEARSON DELROY ,133178098,ASCAP
91095,POWELL JESSE A,182511976,BMI
91096,PRINCE IAN ,161801397,ASCAP
91098,JONES PHILLIP MADISON,51317804,ASCAP
91104,SMITH ALLAN L,228328959,BMI
91111,LASSITER LA MONTE VINCENT,334588346,ASCAP
91113,SLATER COLIN E,129135094,ASCAP
91114,JAZAYERI ESMAIL AFSHIN,340828078,ASCAP
91115,MATHER SEAN PRESCOTT,340904779,ASCAP
91116,HARRINGTON JOE L,192863242,BMI
91125,WESLEY FRED ,62466968,BMI
91163,BELLEMARE GILLES ,22542910,SOCAN
91164,MATHIEU ANDRE A  ,56380280,SOCAN
91165,HANSON HOWARD ,13374413,ASCAP
91191,ROGERS BERNARD ,26481097,ASCAP
91206,BLOMBERG ERIK ,3409624,STIM
91207,REHNQVIST KARIN BIRGITTA,120474607,STIM
91211,GIL VICTOR CERVANTES,829502333,ASCAP
91278,STEDMAN DAVIN MICHAEL,522609471,ASCAP
91300,SIMONE RUDY ,711788532,ASCAP
91301,KIRKER TIMOTHY MICHAEL,127522099,ASCAP
91302,COMERS ANDREW JAMES,684647598,ASCAP
91333,BARRY JAMES MICHAEL,650149169,BMI
91360,HANSON DAVID WALTER,66253085,ASCAP
91364,JOHNSTON SANDIE HAUXHURST,337573641,ASCAP
91365,THOMAS DONN CHARLES,48331880,ASCAP
91366,WILLIAMS CHARLES HENRY,85640756,ASCAP
91368,DARNALL JOHN JOEL,51313424,ASCAP
91370,CORRELL DENNIS PAUL,75657738,ASCAP
91371,TURNER ERIC AYLWARD,9101137,BMI
91372,STASSEN-BENJAMIN LINDA LEE,51367689,ASCAP
91376,GILDER MATTHEW R,355855626,ASCAP
91382,DURHAM DAVID KENT,190083482,ASCAP
91383,DURHAM REBECCA ANN,358556914,ASCAP
91384,HARRAH WALTER S,122617799,ASCAP
91401,LAMS JEFFREY A,49525268,ASCAP
91405,GRAVES DENISE LYNN,128287559,ASCAP
91407,HANEY BETHANY RICHALE,812253766,ASCAP
91412,BROOKS JAMES THOMAS,74011217,ASCAP
91414,HOPKINS MARY RICE,125327890,ASCAP
91416,SMITH ALFRED B,28971162,BMI
91422,SYKES BESSIE ,35756666,NS
91423,SYKES SETH ,40315039,NS
91426,CHAMBERS BRENT SINCLAIR,181423585,APRA
91434,GUERRERO TONY ,128092678,ASCAP
91436,BTESH RICARDO ,4476798,SACEM
91441,MILLS PAULINE MICHAEL,79265246,ASCAP
91442,OLIVER GARY W,333996138,ASCAP
91451,BREWSTER LINCOLN LEE,179464427,BMI
91458,SMITH SCOTT VINCENT,48578735,BMI
91484,DEIBLER JEROMY S,341562187,ASCAP
91485,WILLIAMSON D SCOTT,334727657,ASCAP
91488,HORLEY DOUGLAS EDWARD,121650219,PRS
91489,PARIS TWILA I,48294460,ASCAP
91497,DANZZA BRUNO  ,177567915,SACM
91498,FERRARESI CARLOS MARCELO DEL SOLAR,649567789,ASCAP
91502,BRUFORD WILLIAM SCOTT,87629137,PRS
91505,LEVIN ANTHONY ,88991210,ASCAP
91506,MASTELOTTO PAT ,139941937,BMI
91514,DIRNT MIKE  ,336465062,SESAC
91515,TRE' COOL  ,336477150,SESAC
91531,NESS MICHAEL JAMES,128113503,ASCAP
91573,SHADBOLT JEFF LENNARD,681677209,PRS
91600,JAMES ANTHONY ERIC,46617475,PRS
91698,MORRISON VAN  ,21569103,BMI
91704,DAISLEY ROBERT JOHN,46656070,PRS
91706,RHOADS RANDY ,125167590,ASCAP
91732,AHMADZAI MIRWAIS ,84686238,BMI
91753,PRITCHARD MICHAEL  ,432448763,SESAC
91797,BROWN JERRY ,340494082,ASCAP
91798,JOHNSON VERNON ,340445687,ASCAP
91800,STEELE NICHOLAS ,341534585,ASCAP
91803,ABELS ZACH SHANE,673228829,BMI
91804,FREEDMAN JEREMY ALLEN,673250351,BMI
91806,MARGOTT MICHAEL BLAKE JR,673423932,BMI
91828,FREEDMAN JEREMY NIKOLAS,145683065,PRS
91857,VISCHER PHILLIP R,543598227,ASCAP
91858,VISCHER LISA R,543598423,ASCAP
91861,NAWROCKI MICHAEL LOUIS,539287906,ASCAP
91864,DU BROW KEVIN MARK,138756738,BMI
91865,RHODES RANDY ,42415022,NS
91866,BANALI FRANKIE ,138746350,BMI
91867,CITRON NEIL ,50259009,BMI
91872,MANNING SEAN DAVID,335986130,ASCAP
91887,BANALI FRANK FELIX,138746252,BMI
91888,CAVAZO CARLOS ERIC,49002405,BMI
91889,SHORTINO PAUL ,126049493,ASCAP
91894,PURCELL JOHN RAYMOND,126423695,BMI
91895,WRIGHT CHARLES M,206564873,BMI
91922,PURDELL JOHN R W,126881951,ASCAP
91927,WRIGHT CHUCK ,251347485,BMI
91929,GROSSI ALEX ,487876381,BMI
91958,DIRECTOR SCOTT ,502866460,ASCAP
91973,BAEZ AQUILES A,343415975,ASCAP
91974,GAVRE-WAREHAM VASILI ,471055570,ASCAP
91975,O'LEARY MEREDITH BAKER,644879007,ASCAP
91981,COLLINGWOOD CHRISTOPHER BRENDAN,194928128,BMI
91982,SCHLESINGER ADAM L,336278549,ASCAP
91984,TRADITIONAL  ,448562431,NS
91986,BONHAM JOHN THOMAS,753744520,ASCAP
91988,MINOGUE JANE ALISON,754327827,ASCAP
92000,BAUM GUSTAV A,342105900,ASCAP
92001,GEORGIS SCOTT MATTHEW,339394334,ASCAP
92002,LARSON ERIC MICHAEL,339398910,ASCAP
92003,MASONEK AARON MARTIN,339400867,ASCAP
92004,STIEG DANIEL JOSEPH,342125992,ASCAP
92007,MORAN ROBERT ,345463263,ASCAP
92008,YORINKS ARTHUR ,126625189,ASCAP
92025,HOMSEY RYAN MICHAEL,535905345,ASCAP
92028,BLANCHARD BRIAN ,800892742,ASCAP
92029,DISTASE JOHN ,800894638,ASCAP
92030,GARBE MICHAEL ,801314885,ASCAP
92031,PETERSEN CHRISTOPHER ,802044196,ASCAP
92053,BILZ DAVID ALLAN,628423937,ASCAP
92054,BRYANT TYLER DOW,570579523,BMI
92061,ROTONDO ROBERT J,333767941,ASCAP
92063,TRAMO PETER JOSEPH,793186699,ASCAP
92068,CAWS MATTHEW RORISON,227494160,BMI
92069,ELLIOT IRA SEBASTIAN,128002515,ASCAP
92070,LORCA DANIEL PC,338527937,ASCAP
92074,GRIGDESBY JAMES MICHAEL,506050201,ASCAP
92079,HARPER DESHAWN LAMONT,438097142,ASCAP
92081,BLACH PASCAL JEAN,148760157,SACEM
92083,TAIEB SAMI ,146345182,SACEM
92085,SHAPIRO HILARY ,127024507,NS
92086,TRESSLER DEBORAH A,127989230,NS
92087,WATANABE DEANNA MIIKO,127034111,ASCAP
92091,CROUCH KENNETH SCOTT,334326092,ASCAP
92092,CLEMENT COURTLAN ,494259124,BMI
92103,FULTON RUBY ANNE,554698209,ASCAP
92104,JORDAN MARC A,403030333,ASCAP
92105,SANTIAGO LAWRENCE G,402580199,ASCAP
92107,QUINN KEVIN C,336108974,ASCAP
92117,HERNANDEZ PARMENIDES MANCEBO,561495827,ASCAP
92121,TOSH PETER ,60632501,BMI
92122,CANTRELL JERRY FULTON,129391856,SESAC
92123,DUVALL WILLIAM BRADLEY,334172878,ASCAP
92124,INEZ MICHAEL  ,334583263,ASCAP
92125,KINNEY SEAN HOWARD,129413387,ASCAP
92133,INEZ MICHAEL ALLEN,339077054,ASCAP
92141,STARR MICHAEL CHRISTOPHER,129436664,ASCAP
92276,BENSON GEORGE ,2737609,BMI
92278,KABAKA REMI ,68315666,PRS
92302,ARTHUR NEIL ,122071820,PRS
92304,GUREVICH DOR ,874745000,ACUM
92305,INBAR OMER ,802888912,ACUM
92307,LUSCOMBE STEPHEN ALFRED,121830707,PRS
92308,PAZ ELKANA ,633339845,ACUM
92309,BOECKELER ADRIAN ,617792224,PRS
92310,KEAST TYLER N,672770030,ASCAP
