,Writer Name,IPI,PRO
130180,SANTIS JIMMY ,126662182,ASCAP
130182,VINCI FRANKIE ,43562395,BMI
130183,WILSEY DARREN C,347354649,ASCAP
130188,BARTHOLOMEW DON L JR,543365650,BMI
130198,WILLRICH DARRIUS LAMONT,193116184,BMI
130202,YOO KEON HYUNG,284944523,KOMCA
130203,ROJAS TIFFANY LEE,516134972,ASCAP
130210,YOUNG SEAN  ,347462744,ASCAP
130211,HARDY MATTHEW L,824646722,ASCAP
130217,MILLER TIFFANY MARIE,784956280,ASCAP
130218,RIDLEY JEFFREY WALTER,665265817,ASCAP
130220,HAYLES TIFFANY ,348192349,ASCAP
130221,BEE BRANDON PRESCOTT,353464069,BMI
130223,PARKER TIFFANY ,638898576,ASCAP
130229,CARR TORAE LISTON,348404756,ASCAP
130230,GREENE TALIB K,194562836,BMI
130231,ORMSBY KEENAN THOMAS,633611960,ASCAP
130232,ROBINSON JOHN W,344884924,ASCAP
130234,WINSTIAN SHAWN MICHAEL,549529608,ASCAP
130241,MINDEL DAVID RICHARD,70379573,PRS
130248,JONES ERIC A,347852238,ASCAP
130249,PALMER TIFFANY ANDREA,194886017,BMI
130250,RUSSELL AHMAD HATIM,345650070,ASCAP
130258,JONES ERIC ,128378457,NS
130267,SALTER SAMUEL L,340099479,ASCAP
130302,BUONADONNA FRANK ,128855155,ASCAP
130336,ASHLEY JESSICA ,618020483,BMI
130344,DONNELLY JENNA MARY,596885567,PRS
130346,MEYERS WARREN DAVID,483431257,PRS
130353,NORTHINGTON CHAUNCEY RAMON,342376567,ASCAP
130361,OTTESTAD KRISTIAN ,160375976,BMI
130363,DIXON THADDEUS ,499187880,BMI
130364,GRITTER JERAMY A,461080090,BMI
130365,NELSON-GUMS SAMANTHA NICOLE,570107283,ASCAP
130370,SHAW ONITSHA L,428111292,ASCAP
130374,GUERRA ANDREA ,155916748,NS
130377,WRIGHT JAMES B,343401697,ASCAP
130390,LEGEND JOHN ,455114280,BMI
130393,TORRES ROBERTO B,187549420,ASCAP
130400,AGOSTINI ROBERT JOHN A,285757318,APRA
130401,AREFAINE HAILE ,577259308,PRS
130402,JACKSON TANEISHA DAMIELLE,745926115,PRS
130403,MUSA KAMIL SHEHU DANDAURA,670656527,PRS
130404,POWELL JASON ,705880534,PRS
130405,THAKRAR DENNY MANISH,733682039,APRA
130409,STUERMER DARYL MARK,126150214,ASCAP
130419,ANTOINE ALFRED C,338212677,ASCAP
130420,EVANS ANDRE L,338216175,ASCAP
130421,HARRIS NICOLE RENEE,336712174,ASCAP
130422,COLES TALIA KOREEN,342482276,ASCAP
130433,RICHBOURG ALEXANDER BENJAMIN,232930390,BMI
130436,RUSSELL JIMMY ,343988129,ASCAP
130440,THOMAS ISAIAH D,183399924,BMI
130450,CRASKEY TOM ,459546120,BMI
130452,SWARA ESTELLE FANTA,468506429,PRS
130454,CRASKEY THOMAS J,459546414,BMI
130468,PAOLA (DI) VINCENZO ENZO,23407224,SIAE
130470,TACCANI ALESSANDRO ,30095519,SIAE
130478,DRAKE MILTON ,8618390,ASCAP
130479,OAKLAND BEN ,22705417,ASCAP
130482,YANNICH MICHAEL RAYMOND,438933329,ASCAP
130484,COLEMAN NICOLE DANIELLE,430851184,ASCAP
130492,DOZIER BROOKE IMANI,349894599,ASCAP
130501,MULLEN COLEMAN NICOLE  ,286456036,SESAC
130507,MULLEN NICOLE C  ,423675653,SESAC
130510,GRIMES AHMANDE RAMONE,347849515,NS
130512,ALGIER SEAN ,878245787,NS
130529,TEAGARDEN WELDON LEO,346061087,ASCAP
130545,HUMPHREY RAYNFORD ,645324845,SOCAN
130550,REA CHRISTOPHER ANTON,35802987,PRS
130574,FLAMINI RICHARD ,348066550,ASCAP
130575,TRIMBLE ROBERT GEORGE,508690832,ASCAP
130634,CULVER HELEN JAYNE,466163544,BMI
130644,ROTH ARNOLD W,339131377,ASCAP
130646,LEARY NICHOLLE JEAN,509182359,ASCAP
130655,COX DAVID ,335788232,ASCAP
130665,PIETSCHMANN ANDRE ,545761826,GEMA
130666,VAN DEN BULCK TINE FLORA JOZEF,421965360,SABAM
130667,WIERZBICKI BART ,295132658,SABAM
130671,EVNEN ELI ,668638393,ASCAP
130682,JONES SHAWN MALLORY,336804755,ASCAP
130706,DALYRIMPLE ANDRE LAMONT,337421868,ASCAP
130707,DALYRIMPLE BRIAN AUGUSTUS,343644956,ASCAP
130708,DALYRIMPLE JASON OLIVER,343497741,ASCAP
130709,DALYRIMPLE SHERMAN C,343497839,ASCAP
130726,BIGGS CYNTHIA DE MARI,72630883,BMI
130729,OLIVER JEAN-CLAUDE ,22869575,SACEM
130732,CINTRON DAVID ,335334284,ASCAP
130737,BURRELL RONALD ,127538175,ASCAP
130738,JOHNSON NICOLE CHARISSE,185559820,BMI
130741,BENNETT MICHAEL ,84612278,BMI
130752,ODEN RACHEL ,845335136,ASCAP
130756,MILTEER ERIK LEE,333816763,ASCAP
130764,CHEWNING LAWRENCE MENDEL,45655961,ASCAP
130773,MELSON RANDAL A,338873914,ASCAP
130775,WILLIAMS ALEXANDER WINN,339843528,ASCAP
130810,WHITE WILLIAM ALLEN,334471376,ASCAP
130814,PILSON JEFF ,126184977,ASCAP
130848,RUSSO JOHN ,631753259,ASCAP
130855,JETER RUSSELL ,341954851,ASCAP
130862,KASSOFF RUSSELL H,338980914,ASCAP
130863,WHITFIELD RUSSELL DOUGLAS,570044967,ASCAP
130882,KING GEORGE W,201599288,BMI
130885,LEATH MARY ELIZABETH,48279551,ASCAP
130886,CASELLA SONNY ,63086876,ASCAP
130902,HANBERRY RUSSELL NEIL,481670148,ASCAP
130908,MC CAREY LEO ,71685070,ASCAP
130910,COBB RUSTY  ,476807906,BMI
130911,PHELPS JASON ALLEN  ,341644478,ASCAP
130914,SILVER HORACE ,28730093,ASCAP
130925,BLAKE CHRISTOPHER H C,72857256,BMI
130941,RUSSELL DAVID ,27063012,ASCAP
130951,POGADL THOMAS ,260872070,GEMA
130957,STUART JOHN MARTY,201361233,BMI
130960,TAYLOR RUSSELL M,343711090,BMI
130961,MOFFATT KATHERINE LOUELLA,87745724,BMI
130963,TOWNSHEND PETER DENNIS BLANDFOR,54760672,PRS
130970,STUART MARTY  ,201361527,BMI
130971,WARWICK DWAYNE WILSON,440191098,ASCAP
130977,NOLF BRIAN GLENN,341962363,ASCAP
130980,VAUGHAN KENNETH W,231472497,BMI
130987,CLARKE GRANT ,6276796,ASCAP
130988,PRAGLIN DANIEL ,76472455,ASCAP
130989,UNOBSKY MARY T,36525293,BMI
130990,BENNO A MARC,42042823,BMI
131017,PHILLIPS CHYNNA ,227462178,BMI
131018,WILSON CARNIE ,227466166,BMI
131019,WILSON WENDY VIORA,36010922,BMI
131024,PASSARELLI KENNETH R,71034610,BMI
131041,WHITE ADRIAN X,660294446,BMI
131046,SARNOR JOSHUA FODAY,787462295,ASCAP
131047,PERRY DAMIEN N,342197860,ASCAP
131050,GELLIS DAVID R,335576742,NS
131052,KAPLAN MICHAEL EVAN,335817846,NS
131053,MALLOY MITCH H,333991153,BMI
131054,ROSENTHAL DAVID M,121189894,BMI
131058,HAIR CHARITY JOHANNA,419652641,NS
131059,MC ERLAINE ALISTAIR MANSON,160366683,PRS
131060,MCERLAINE MICHELLE LENA,405242990,PRS
131063,MCERLAINE SHELLY ,465861717,PRS
131065,MCVEY CHRISTOPHER JAMES,585247715,ASCAP
131075,NORVO RED ,22567988,ASCAP
131077,MITCHELL GERALD ALLEN,786521018,ASCAP
131081,MOFFITT MATTHEW CRAIG,539290923,ASCAP
131082,SNOW ANDREW F,514040504,ASCAP
131083,STEELE ERIC CHRISTIAN,461965724,ASCAP
131084,WADLEY NEAL ,539262929,ASCAP
131085,BRADNUM DAVID PETER,135086093,PRS
131090,YOUNG SCOTT EDWARD,339878798,ASCAP
131094,ANDERSEN MADS ,854186710,KODA
131104,FARRIS JAMES JACOB,334238185,ASCAP
131113,THOMAS VIVIAN ROHAN,573740338,NS
131117,GARRISH JEAN ANN ,787469862,ASCAP
131118,ROACH ANTHONY J,345042588,ASCAP
131124,CALVERT THOMAS RICHARD,520087389,PRS
131129,BHATTI KETAN ,451586838,GEMA
131130,BHATTI VIVAN ,401353509,GEMA
131132,WALKER THOMASINA MARIE,202326130,ASCAP
131134,MILLER JAMES RAY,724387236,ASCAP
131138,KASSEL SCOTT DAVID,340756273,ASCAP
131139,MILLER JOHN CLOYD,539286615,ASCAP
131140,PAINTER BENJAMIN DAVID GRAZIER,725163260,ASCAP
131141,DIXON AARON E,363092272,ASCAP
131142,DEISE MIKHAIL ,464093647,SACEM
131143,DI STEFANO MARTINE ROSE MARIE,151169881,SACEM
131149,SUTTON MARK J,337613464,ASCAP
131156,WILSON SAUNDI S,338563345,ASCAP
131159,POZZO DI BORGO ANTOINE ROBERT-JEAN GERARD,637927311,SACEM
131160,VALLEZ LUCILE ELODIE,496145525,SACEM
131172,SEDOC ORLANDO P U,528960815,BUMA
131179,LYONS JEFFREY TODD,515617266,ASCAP
131182,BENNETT CHRISTINE ,17373000,ASCAP
131184,STOREY JAN E,223431410,ASCAP
131185,STOREY STEPHANIE NINA,334722966,ASCAP
131194,CHILDS SHAWN KEION,853863995,ASCAP
131196,ISAAC BEN D,530950370,ASCAP
131197,REDD  ,402503905,ASCAP
131198,PENNAR OSIAN HEDD,665294024,PRS
131199,KHARLAMOV ALEX ,338063174,ASCAP
131220,SIMMONS CHRISTOPHER GREGGORY,405458174,ASCAP
131238,DIAMOND DIANE MARIE,45525488,BMI
131239,FOWLEY KIM VINCENT,10640146,ASCAP
131283,THOMAS DICK ,30533328,ASCAP
131297,BOGAERT JO ,140745688,SABAM
131298,DEMEYER PATRICK ,56540286,NS
131299,BOGAERT JORIS OMER Y,140745590,SABAM
131301,KAMOSI MANUELA BARBARA MOASO DJOGI,132861976,ASCAP
131307,DE MEYER PATRICK RICHARD M,132356598,SABAM
131312,MAGLOIRE REJANE DOMINIQUE,134178190,SACEM
131314,KAMOSI MANUELA  ,132862091,ASCAP
131315,DE-QUINCEY THOMAS ,471112590,SABAM
131325,MARTIN ERIC WILLIAM,162115113,PRS
131328,BOGDON TOBIAS ,766188794,GEMA
131329,JONZON HENRIK GUSTAF ARTHUR,444858916,STIM
131330,PETERSSON OTTO LARS KARL,758320628,STIM
131331,REMMERED PERSSON CLAES PER ERIK,677428403,STIM
131332,SAHM GREGOR ,766188400,GEMA
131335,TEMPLETON JAMES EDWARD,456550348,SESAC
131336,BAILEY SKYLER JAMES,591216159,ASCAP
131348,BRITT JOHNNY ROLAND,128588051,ASCAP
131350,POLSON RICHARD BRAD,287698491,SOCAN
131351,RUSKIN JAMES ,295651530,PRS
131362,BROWN SHEILA ,507937728,ASCAP
131364,KOONS JAMES PHILIP,790063442,ASCAP
131392,HOWE TIMOTHY JAMES,348074454,ASCAP
131400,MCGENNIS PETER W,704116781,ASCAP
131418,HOWARD JAMES CHARLES,345736839,ASCAP
131422,KIRKLAND WILLIAM H,88856118,ASCAP
131424,BURKE JAMES JUSTIN,602403600,ASCAP
131427,KINNAMON ALBERT LAWRENCE,16254310,ASCAP
131429,DEIBERT JAMES LYLE,762676800,ASCAP
131430,PARKER BENJAMIN GEORGE,279630825,PRS
131436,WELTON JAMES ,828027341,ASCAP
131437,JAMES RAY DEAN,126908467,ASCAP
131453,SARDONE JAMES G,346918727,ASCAP
131476,BACHMANN ANGELA JANE,618143069,ASCAP
131477,SHAPIRO TESS REBECCA,806528927,ASCAP
131478,ALDRIDGE AVERAL A,342512691,ASCAP
131484,BURDINE HOSEA A.,790389401,ASCAP
131494,TUMANOV OLEG ,339021582,ASCAP
131500,LENT JASON ,405292970,ASCAP
131501,WASHINGTON JULES BARRETT,773235728,ASCAP
131504,COLUCCI FRANK ANTHONY,632119673,PRS
131513,RENNO CARLOS APARECIDO,289299594,UBC
131516,LENG NICK ,797171103,ASCAP
131521,BRAUN MICAH ,543895711,SOCAN
131522,BRUCE JEFFREY THOMAS,548511348,SOCAN
131524,COSTANZO SHARON JOHANNE,281771548,SOCAN
131525,DESCHAMBAULT PHIL ,257695518,SOCAN
131527,HARRIS LENAE ANTOINETTE,348192055,ASCAP
131536,FRESHMAN DAVID WILLIAM,788712784,ASCAP
131545,LOWE-CHIN PAUL JEROME,573803144,JACAP
131546,MACHADO LENA K,19003913,ASCAP
131549,JOHNSON MATT CRAIG,404023126,ASCAP
131559,GRAVES-BEY SOLOMON L W,442651861,ASCAP
131560,KARLSSON PELLE O N,85127376,ASCAP
131565,FEATHER JANE ,63173296,BMI
131580,BANZIGOU MARIO PATRICK,145487945,SUISA
131581,NORVILLE LENNOX ,652033086,SUISA
131583,JOHNSON NATHAN GARRETT,488198396,BMI
131585,PURSCELLEY NATHAN ROBERT,347465147,ASCAP
131596,SIEL LENE ,264742357,KODA
131620,FEENEY NATHAN THOMAS,477382908,ASCAP
131623,LENCHANTIN PAZ ,469584300,ASCAP
131624,NUNLEY CARLO MAURICE,774632809,ASCAP
131625,HARRISON MYA MARIE,196259430,SESAC
131627,ORDONEZ ANGEL ,752851330,BMI
131628,ORUE ALEXANDER ,456185537,ASCAP
131629,PERRY JACK ,24049902,NS
131642,EDWARDS KARL ,767307614,ASCAP
131648,LYTTLE KEVIN ,471534066,BMI
131653,BUTLER JOSHUA ANDREW,451997321,ASCAP
131654,PITTMAN JASON ,521179082,ASCAP
131658,JAMES SHERTZ ANATOL,447196531,BMI
131660,BRANCKER NICHOLAS ,295857110,COSCAP
131661,EDWARDS BERNARD  ,276090457,PRS
131671,INOUE TOMOKO ,483503846,NS
131673,PHILLIPS KASEY MICHAEL,458169913,BMI
131674,SKINNY FABULOUS  ,638744316,COTT
131675,RAFFINGTON RICARDO ONEIL,513397653,ASCAP
131686,GREENWOOD MORLON ONEIL,420698752,BMI
131693,BENZ SPRAGGA ,178324748,PRS
131699,HACKETT ANASTAS T,337828827,ASCAP
131710,CYRUS MARK JONATHON,162621295,BMI
131739,PRIMUS RAEON KARLON KARVA,426247269,PRS
131759,ALLEN HARLEY LEE,87692718,BMI
131785,MC GRAW SEAN PATRICK,129522087,ASCAP
131790,SCHORR JAY ARTHUR,481843337,BMI
131791,WERSE ERIC ,79343843,BMI
131792,WILLIAMS DAN EDWARD,63247585,BMI
131810,DEMAY DANIEL JOSEPH,227881349,SESAC
131815,WORLEY BARRY LYNN,505178173,ASCAP
131842,JARED JEFFERY HOWARD,237123000,BMI
131846,WORLEY DARRYL WADE  ,240705794,ASCAP
131888,DAVIS JOHN MICHAEL,458803528,BMI
131899,LONG WILLIAM BRICE,339190062,SESAC
131910,DROZE BILLY RYAN,495129037,ASCAP
131935,KORNGOLD ERICH WOLFGANG,16588960,ASCAP
131944,POPE CAROLE ANN,58804459,SOCAN
131945,STAPLES KEVAN MURRAY,58805554,SOCAN
131954,WILLIAMS KEITH AARON,334432095,ASCAP
131984,BRACELIN ROBERT CRAIG,719458903,ASCAP
131994,BAIRD ZACHARY RYAN,355464155,BMI
132007,GOOCH JONATHAN BARRY,576221840,PRS
132013,SHINN DENNIS ANTHONY,337993809,ASCAP
132031,ROOS NIK R,525651751,BUMA
132033,SONDEREN VAN MARTIJN H J,525651163,BUMA
132034,VLIEGER DE THIJS ,525646838,BUMA
132035,KORNSCHOBER MARKUS ,425841361,AKM
132066,ARMAN PAUL ANTHONY,610720790,ASCAP
132080,HAMMOND CHARLES HENRY,34400918,BMI
132151,ANDREEV MIKHAIL VASILEVICH,144970069,RAO
132184,KORNOWICZ YANN ,803177360,SACEM
132195,WEDLOW DONTRAY ,644082946,ASCAP
132199,PEAY BRANDON DONTE,741133380,ASCAP
132206,HUMPE INGA ,44678460,GEMA
132210,ANDERSON STEPHEN JOHN,259051172,PRS
132213,RAMOS NATHAN ,850253162,ASCAP
132223,COLEMAN DAMON PIERRE,498461208,ASCAP
132225,CASON CHARLES RICHARD,62179186,BMI
132229,PARKER JOHN A,347787314,ASCAP
132259,AVERY JAMES W,125513501,ASCAP
132260,CAMPBELL LUTHER RODERICK,227452672,BMI
132261,HOBBS DAVID P,201286803,BMI
132262,REED ROBERT M,87427447,NS
132263,ROSS MARK D,242712199,BMI
132264,WONGWON CHRISTOPHER ,202808401,BMI
132272,VON SCHIRACH OTTO AUGUSTO,440631587,ASCAP
132273,BROWN JAMES B,58405084,ASCAP
132279,ROSS MARK D,122596579,NS
132280,WILLIAMS RICARDO G (GEORGE),59475540,ASCAP
132282,MCCRAY MICHAEL BLANE,489301532,ASCAP
132289,ROSE KEN ,672160750,NS
132290,WINGER KIP  ,218348860,BMI
132291,WINGER PAULA ,511105616,BMI
132295,DEGUZMAN MICHAEL ROMERO,575930908,ASCAP
132296,DIROLL JOHN R,498009032,ASCAP
132297,GRAY JOHN PAUL,474501265,ASCAP
132300,MARSHALL STELIO TIMOTHY,804158555,ASCAP
132301,MORLEY REBECCA LYNNE,827358709,ASCAP
132310,FAUSTMANN TALVI ,869190100,SOCAN
132311,JOSEPH MCINTYRE JOSHUA DONALD,576359407,SOCAN
132324,HARTOONIAN TEODIK ,580608248,ASCAP
132327,OGBONNA PRINCE C,769509589,ASCAP
132343,ROONEY CORY ,294536044,BMI
132350,ZHURBIN LEV ,342086970,ASCAP
132352,ERIS SOPHIA ,688023719,BMI
132353,GRANTIS DONNA ,406730773,SOCAN
132354,JEFFERSON MELISSA VIVIANE,517643842,BMI
132355,NIELSEN IDA KRISTINE,244830572,KODA
132357,WELTON HANNAH ,704346955,ASCAP
132358,GIBSON JOEL A,120756300,BMI
132363,MORRIS HEMSLEY COLEMAN,275075358,PRS
132365,ALCIDES LAMBRIDGE PRADO ANEL ,830457840,ASCAP
132368,RONQUILLO EVER RAUL,760277829,BMI
132369,HINDS PRINCE HALGIE TAFARI,421501903,ASCAP
132370,OLLIVIERRE RAVI ,754880998,SOCAN
132373,MAYER WILLIAM R,20243052,ASCAP
132374,CAMPBELL NOEL JONATHON,500189784,ASCAP
132375,PRINCESSCUTZ  ,603575460,BMI
132376,CLARK JEREMY W,795344895,ASCAP
132377,TIAN ZHOU ,466881115,ASCAP
132378,MOSLEY ANTHONY TYRONE,480677819,ASCAP
132385,CHEESEMAN MALACHI ,421736477,ASCAP
132393,PRINCE RICHARD ALLEN,608654632,ASCAP
132406,DICKSON DEVON MONTGOMERY,136608181,BMI
132419,DOBONG NA ESSIENE ANGUETOU ERIKA,146234880,SACEM
132429,HUGGINS RUDOLPH ROBERT,498550210,ASCAP
132435,CLEMONS KIMBERLY ELIZABETH,564246052,ASCAP
132440,RAWLINS CAREY ,638772016,COTT
132441,EASTMAN WILLIAM ,595854196,ASCAP
132442,THORNLEY JOHN ,635238743,ASCAP
132444,ZANCHETTA BRIAN JOHN,862874791,ASCAP
132445,PRINCE KURT ENARD,607796415,ASCAP
132447,BROWN PRINCE-ANTHONY QUINN,618362740,ASCAP
132452,NAWAZ SHAHZAD ,622665451,SESAC
132463,NERET NICOLE LUCIANI,152417592,SACEM
132464,WURTZ FREDERIC PIERRE MARIE,146096468,SACEM
132474,PRINCE CHRISTOPHER ANTHONY,747950403,ASCAP
132475,JOHNSON PATRICK MORRIS,790226439,ASCAP
132476,BENNETT TRENT L,341736569,ASCAP
132493,PORTER SIMONE ELAINE,537862127,ASCAP
132573,TATUM MARY ANN,429925132,BMI
132591,SMITH LLOYD ,28997724,BMI
132619,AMOAH NANA BOADU,764536319,ASCAP
132626,GROBAN JOSH ,452059468,BMI
132635,BROWNE THOMAS FREDRICK,64739356,BMI
132639,SMITH THOMASSINA CARROLLYNE,48737058,BMI
132646,COLE DAVID BRYON,127495165,ASCAP
132655,MORALES DAVID ,128416580,ASCAP
132669,INGRAM ASHLEY ,47922367,PRS
132670,JOHN LESLIE ,47922465,PRS
132698,CHASE LINCOLN ,5941990,BMI
132700,ELLISTON SHIRLEY ,9226896,BMI
132706,SNOOP DOGGY DOGG  ,335777533,BMI
132738,JOHNSON CRYSTAL ,421163994,ASCAP
132746,SMITH JEFFREY VERNON,61828670,BMI
132752,HANBY BENJAMIN RUSSELL,13329418,NS
132757,HAGUE STEPHEN ERIC,127136789,ASCAP
132759,LARKINS RONALD J,126594365,ASCAP
132761,PRICE LARRY ,126607583,ASCAP
132767,HAGUE STEPHEN E  ,72307102,ASCAP
132774,ROBINSON BOBBY ,26278678,BMI
132803,JONES DONELL  ,338199825,ASCAP
132812,JONES LEROY ,342247483,ASCAP
132814,MC NAIR ROGER ,242346097,BMI
132820,WEST BOB ,76998404,ASCAP
132845,DE BARGE MARK D,49893525,ASCAP
132859,JUBER ILSEY ANNA,481795022,BMI
132868,LIFE THEODORE ,61702995,BMI
132878,MCKOY FITZGERALD ANTHONY,262337280,PRS
132882,ARANA HENRY ,1179231,ASCAP
132884,MILLS MICHAEL EDWARD,53946854,SESAC
132885,SMITH PATTI ,89248336,ASCAP
132886,STIPE MICHAEL ,235492073,SESAC
132887,BRIDGEMAN DUNCAN PHILIP,122007732,PRS
132888,CATTO JAMES DAVID,177138650,PRS
132891,BERRY WILLIAM THOMAS,53777065,SESAC
132895,STIPE JOHN MICHAEL,10786500,SESAC
132903,ROSENBLATT EDWARD M,528196433,ASCAP
132907,DAVIS PAUL LAVON,41176800,BMI
132909,GRIFF RAY ,40680994,SOCAN
132914,LYNN LORETTA ,18823384,BMI
132915,LYNN PATSY I,338762436,ASCAP
132918,STEWART MEREDITH A,89426046,ASCAP
132919,DAMPHIER THOMAS WILLIAM,33720901,ASCAP
132928,TREBBE KENNY LEE,62086196,BMI
132930,SAMETH MARK (HOWARD),5546306,ASCAP
132932,BUZZEO RAYMOND J,125332016,NS
132939,LYNN RICHARD PAXTON,18824283,PRS
132944,ALDERMAN LARRY DEAN,55115799,ASCAP
132945,MC LAUGHLIN JANET MARIE,87737820,BMI
132947,RODMAN JUDY M,126047499,BMI
132952,KNAPP FRANKLIN N,62043120,ASCAP
132953,HUFFMAN AARON MC KENNA,339611164,ASCAP
132954,LIN JEFF JUNYEN,339612455,ASCAP
132955,NELSON SEAN CHRISTOPHER,339614645,ASCAP
132956,SULT EVAN C,339619826,ASCAP
133019,NELSON SEAN ,244470380,BMI
133038,COX ANDY ,73163293,PRS
133039,MORTON EVERETT ,73175675,PRS
133040,STEELE DAVID ,73181683,PRS
133041,WAKELING DAVID  ,73184674,ASCAP
133071,MAROLDA THOMAS JAMES,76380266,ASCAP
133072,BRAM BENJAMIN ALLAN,504661571,ASCAP
133073,GRASSI MITCHELL COBY,677385690,BMI
133075,HOYING SCOTT RICHARD,529427829,BMI
133077,KAPLAN AVRIEL BENJAMIN,677391894,BMI
133078,MALDONADO KIRSTIN TAYLOR,677219414,BMI
133079,OLUSOLA KEVIN OLUWOLE,672703245,BMI
133083,DELMORE LIONEL A,77611760,ASCAP
133090,CODY PHILIP ,59948028,ASCAP
133091,SEDAKA NEIL ,28226692,BMI
133095,HARRELL COURTNEY DAYLE,540281383,ASCAP
133108,PAY MARK R,126670870,ASCAP
133123,HENDERSON BRENT ALAN,127379460,ASCAP
133152,MYRICK DANIEL WAYNE,136964644,BMI
133153,RONALD BRENTON R,230902503,BMI
133164,JOHANSSON JANE A,129892632,ASCAP
133182,KING BEN E,16225417,BMI
133188,DONEHEY MICHAEL MORGAN,538407346,SESAC
133192,JAMISON JASON MANLOVE,538407542,SESAC
133193,KARPINEN DONNY  ,683792692,BMI
133194,OWEN JEFF  ,431086975,SESAC
133195,SWARD JEFFREY ,684593102,BMI
133196,VARENKAMP RUSTY  ,344807947,ASCAP
133198,BURGESS KEVIN ELIJAH,629076824,ASCAP
133201,JOHNSON DEREK ,589705691,ASCAP
133214,OWEN JEFFREY THOMAS,431086877,SESAC
133218,BROWN BRYAN EDWARD,543060778,ASCAP
133222,BEBO NORMAN  ,344145384,ASCAP
133232,MIDDLETON ANDREW P,540589344,BMI
133237,GLOVER BEN  ,451972148,ASCAP
133240,LARUE PHILLIP PAUL,343504977,BMI
133244,HORNSBY KAZHA ,558913119,SESAC
133253,DOUGLAS MICHAEL BOONE JR,758902110,BMI
133266,JETTE CHRISTOPHER ,462563646,ASCAP
133332,DIETCH JARED ,405979726,ASCAP
133334,ADDAMO BROOKE ,566942507,APRA
133336,HOWARD DANNY JAMES,701896242,PRS
133338,NASH MATTHEW CHRISTOPHER,618946314,PRS
133339,SILCOX DAVID MATTHEW,589387869,PRS
133344,THOMPSON JAZZPER ELON,791400645,ASCAP
133346,HARRIS JONATHAN ,660446058,PRS
133347,MUSTO TOMMY ,207063895,BMI
133348,PAYTON RICHARD EARL,560292068,BMI
133350,SMITH DOUGLAS ,141919476,BMI
133356,BRUNILA TEEMU WILLIAM,270369659,PRS
133362,TADMAN AUBREY D,35271992,SOCAN
133363,WALKER JEANINE ,64403597,ASCAP
133376,BRISCO RODERICK E,528049645,ASCAP
133379,REED ANTOINE AMARI,528032572,ASCAP
133380,WASHINGTON ALEX M,528050080,ASCAP
133397,INCONNU COMPOSITEUR AUTEUR,53428783,NS
133400,WAHLBERG CHRISTIAN PER DANIEL,405446282,STIM
133405,EVANS JOHN ,87631255,PRS
133413,HOWARD ROBERT LAMONT,752719817,ASCAP
133419,OLSON MICHAEL CHARLES,450159671,ASCAP
133422,BUBAR JOSEPH BEDELL,469618999,ASCAP
133430,MAHER MATTHEW ,404040127,ASCAP
133457,WOODS WILLIE ,404809667,ASCAP
133467,RICKETTS DAVID JEFFERY,126809077,ASCAP
133490,SWAN LEON DEWAYNE,443885037,ASCAP
133512,WADE SHELINA R,193080571,BMI
133517,PERRY JASON ,292560944,SESAC
133519,DAVIS ERIC ,448506737,ASCAP
133528,CURRY MARK ,343564463,ASCAP
133529,MCKENZIE DAVEL ,407786631,ASCAP
133532,ROBINSON JOEY ,180126499,BMI
133536,MCINTYRE JEREMY ,485918011,ASCAP
133540,THOMAS TERRY LYNN,242740389,BMI
133546,ADAMS DARRELL ANDRE,232916184,BMI
133550,DAWSON LOREN C,347986601,ASCAP
133553,THOMPSON JOSHUA JAMES,336472851,ASCAP
133574,BISHOP TEDDY A,230636102,BMI
133581,LETT MIKA LATRICE,455809920,ASCAP
133585,JONES DANIEL L,439490137,BMI
133586,MOBLEY ADRIAN JERMAINE,345462462,BMI
133594,STARKS JOHN H,71983355,BMI
133596,BENJAMIN RICHARD WARNELL,547588994,ASCAP
133611,YOUNG DAVID ,420115717,BMI
133629,PACHECO ELIS ,216017507,BMI
133633,KEY CARMEN MICHELLE,590651536,ASCAP
133634,OWENS RAMOND ,435170478,BMI
133652,GOVEA MIGUEL ,460120308,ASCAP
133662,CHIRINO ANGIE ,199831218,BMI
133677,GRUNDEN MARLON JOHN,841223861,APRA
133678,UPWARD ROBERT NEIL,188131168,APRA
133685,SHERIDAN SUSAN ,50863976,BMI
133686,TREADWELL LAWRENCE ,62486666,BMI
133688,COHEN ERRAN BARON,257243466,PRS
133691,ATKINS MARTIN CLIVE,85110891,PRS
133693,JACQUET JEAN BAPTISTE ILLINOIS,40165911,BMI
133695,THOMPSON CHARLES P,30564705,BMI
133698,DEWJI FRANCIS ALUNA ,578699955,PRS
133704,OLIVER VAUGHN RICHARD,468012070,ASCAP
133706,REID GEORGE ,648699086,PRS
133711,VAN HELDEN ARMAND,182487837,BMI
133713,ALVARADO MARCIO ANTONIO,623042786,ASCAP
133722,BATES LEE AUSTIN,709208450,ASCAP
133723,COUSIN RICK ,194957119,SESAC
133736,WARE JORDAN MAILLARD,555977594,BMI
133738,DREW  ,623338757,ASCAP
133739,JONES DANTE ,647984194,ASCAP
133741,ZHU STEVEN S,584275323,BMI
133746,GOUTY MICHEL YVON,70212914,SACEM
133747,NACABAL PIERRE ,70238104,SACEM
133756,TEPERINO GEORGES ACHILLE,30390323,SACEM
133759,FLAGELLO NICOLAS ,10329926,ASCAP
