,s_artist_id,name,popularity,followers
39,0LcJLqbBmaGUft1e9Mm8HV,ABBA,79,1440170.0
40,2s79xe5F6eUQkjwjww27Fh,ABC,54,109662.0
41,711MCceyCBcFnzjGY4Q7Un,AC/DC,83,8577740.0
42,3JDIAtVrJdQ7GFOX26LYpv,Accept,56,268683.0
43,62olK5zZHSgFUXGDykgBL8,Ace Frehley,47,67640.0
44,5ksRONqssB7BR161NTtJAm,Ace of Base,64,214961.0
45,2DppeCnNtvrLfEobq9Pw5r,Adam & The Ants,46,93209.0
46,3QP0XPDwbvGivqDAaJ5f5G,Adam Ant,44,78047.0
47,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,64,766909.0
48,2LB9H0px4qWbCHg9Axzhga,Adam Sandler,43,48266.0
49,4dpARuHxo51G3z768sgnrY,Adele,84,11427267.0
50,3n4ersmDo55xV4fPSCKpXb,Adema,48,108357.0
51,266SmBZTt4zRzaKEANWbfQ,Adina Howard,47,126357.0
52,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,77,5177132.0
53,19I4tYiChJoxEO5EuviXpz,AFI,64,422752.0
54,4Icvbp9RDt5aY2TWDOVDsr,Afroman,61,185579.0
55,4UPcJIhr5K5fPsm4itqT7E,After 7,50,192334.0
56,4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,69,616108.0
57,0z4gvV4rjIZ9wHck67ucSV,Akon,80,1683770.0
58,1fvz0vd4P0LNMkAysF1ivk,Al B. Sure!,48,192492.0
59,08UXQkgCIXBodjXzU7NwFL,Al DiMeola Project,10,1054.0
60,3dkbV4qihUeMsqN4vBGg93,Al Green,68,946690.0
61,0TGsWvnbtExsbGUSWtXENE,Al Hirt,38,7868.0
62,3YR92OLKlvkK5oKNekSqXe,Al Jarreau,54,151753.0
63,7egNqIGRldMzifHoh8pib6,Al Martino,44,29158.0
64,0DW7boyjvbaSP3OJ72sXgC,Al Stewart,52,75125.0
65,6rJqqRce0Kvo2dJUXoHleC,Alabama,64,394414.0
66,16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,66,1127398.0
67,4mxWe1mtYIYfP040G38yvS,Alan Jackson,72,822913.0
68,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,61,405259.0
69,6ogn9necmbUdCppmNnGOdi,Alanis Morissette,69,1030509.0
70,6IYnSXO40Bh7Zdqhf6rQoj,Alannah Myles,57,36104.0
71,3jtTd1E9mBxYYU987s32Fm,Aldo Nova,40,50421.0
72,6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernandez,78,1615810.0
73,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,81,3891507.0
74,047D9GgqEzyMoULd2oKr7G,Alexander O'Neal,48,104587.0
75,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,65,1084874.0
76,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,72,1652719.0
77,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,78,5171763.0
78,6TZdvF1kFzwnQLgHQynzsO,Alien Ant Farm,62,347684.0
79,5J6L7N6B4nI1M5cwa29mQG,Alison Krauss,62,153071.0
80,5TDVKqW9uhqGjwwwKGuma4,All Saints,59,167367.0
81,46gyXjRIvN1NL1eCB8GBxo,All Time Low,72,1733704.0
82,1B8ySGDAiXTCvnJNH4HSCG,All-4-One,59,207919.0
84,4wQ3PyMz3WwJGI5uEqHUVR,The Allman Brothers Band,67,532108.0
85,1VPr8y4GGZJBtWyaoLdYUT,Allure,37,7322.0
86,3XHO7cRUPCLOr6jwp8vsx5,alt-J,75,2018673.0
87,4DWX7u8BV0vZIQSpJQQDWU,Alter Bridge,65,504268.0
88,1SCWcYnoEh1978ycTDhZoW,Alvin & The Chipmunks,47,49835.0
89,5wugb0kaq0J6nyQ5Xgd17i,Aly & AJ,57,222264.0
90,35U9lQaRWSQISxQAB94Meo,America,68,457912.0
91,0MlOPi3zIDMVrfA9R04Fe3,American Authors,68,620498.0
92,4OpfIHMxXIbZBT8tL0PMUE,American Idol's Soundtrack,8,720.0
93,08rMCq2ek1YjdDBsCPVH2s,Amerie,56,334942.0
94,5eCWnDkgZ6Y0mxLZXwb14c,Amg Beats,50,4689.0
95,7GPNaPWw3STF8NYp39pd8G,Amii Stewart,46,17326.0
96,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,79,647635.0
97,72Nhcx7prNk2ZCxhx0Y5es,Amy Grant,54,89063.0
98,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,79,4979192.0
99,2XTWgA3XVWe1N4qWBTNQei,Anderson Bruford Wakeman Howe,27,15208.0
100,5o8VwH65WkP2WrKliKzACM,Andre Kostelanetz,34,1354.0
101,3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,71,706099.0
102,7MynOMOTsGz8NFcPUImWAp,Andreas Vollenweider,43,30269.0
104,4aP1lp10BRYZO658B2NwkG,Andrew Lloyd Webber,66,104218.0
105,4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,52,131248.0
106,2oX42qP5ineK3hrhBECLmj,Andy Grammer,70,519129.0
107,7hEbJvh3BAedDS2vVJvx0B,Andy Griffith,30,4084.0
108,7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs,44,36333.0
109,4sj6D0zlMOl25nprDJBiU9,Andy Williams,61,145507.0
110,3Eeb1U0VJTDaFpBHV4DmHl,Angelo Badalamenti,48,36274.0
111,7xklw3WodFZiNNmQt3DIgp,Angels & Airwaves,59,278961.0
112,2hWr3AjjKOCVmWcwvuT4uM,Angie Stone,56,257474.0
113,46CH1Gp8l8QVly8bpG9JFG,Anita Baker,58,391145.0
114,4LoM3lMauQ540MW9QiyIcR,Anna Nalick,52,72916.0
115,7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray,54,133276.0
116,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,87,1748891.0
117,5MspMQqdVbdwP6ax3GXqum,Annie Lennox,62,422213.0
118,454VBUMshEg0sxzoWKTYbT,Another Bad Creation,30,22834.0
119,2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,63,703639.0
120,3JysSUOyfVs1UQ0UaESheP,Anthrax,59,600909.0
121,1JHzh1ETQTMoFb2CgncnTL,April Wine,48,115520.0
122,6kBjAFKyd0he7LiA5GQ3Gz,Aqua,62,182801.0
123,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,72,1344428.0
124,2HMuzFmTtwL4ur1zJNCU7f,Arcadia,31,13082.0
125,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,85,6579285.0
126,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,78,1548975.0
127,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,95,18830766.0
128,0B6QEFtRnneEzb4iqjI0Nw,Arlo Guthrie,45,57596.0
129,5Va9LuEmaZxnbk1gMnjMD7,Arrested Development,51,74606.0
130,6kEsKkXuE4olX7m3mNLZkS,Art Garfunkel,50,164960.0
131,5rkVyNGXEgeUqKkB5ccK83,Ashanti,72,1287917.0
132,2EURsXo9qlt1aMWlviGCRi,Ashford & Simpson,48,141589.0
133,4hqDqHtBlgxXpLXVYf7c8L,Ashlee Simpson,53,319233.0
134,2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,58,479679.0
135,1bdytLV3FPjyhfrb6BhMej,Asia,55,177284.0
136,0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section,51,71233.0
137,2YdVmtVBpIrv0N6WiBzSqm,Atlantic Starr,51,203348.0
138,3LkSiHbjqOHCKCqBfEZOTv,Atreyu,63,375092.0
139,6mGePPdSJBK2w7KjndgehO,Aubrey Hilliard,12,91.0
140,01PBXLThJADrhufsPS5tER,Audio Adrenaline,47,84995.0
141,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,71,1721764.0
142,19Fi1Rj7kk8kyiwxpXy3yM,August Alsina,69,1395675.0
143,2koMWjvRRF0cOpJnjhdKx0,Autograph,43,49085.0
144,546WiMGysEqWZTzP8hJvB2,Mickey Avalon,47,47106.0
145,0AunegKKH2ys98aLxq8G1A,Avant,60,566438.0
146,0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,77,2523091.0
147,3tx8fyu3c4OBP5nejYtUOb,Average White Band,58,138024.0
148,1vCWHaC5f2uS3yhpwWbIA6,Avicii,85,10279168.0
149,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,78,3175538.0
150,4njdEjTnLfcGImKZu1iSrz,AWOLNATION,68,1166643.0
151,4UGMQyNcbGHYg5CDMKkSw3,Az Yet,43,92396.0
152,7krx6UBDKLwE0q3s3fesqF,C & C Music Factory,54,61575.0
153,3gdbcIdNypBsYNu3iiCjtN,The B-52's,60,288240.0
154,5xLSa7l4IV1gsQfhAMvl0U,B.B. King,64,1332601.0
155,36HvjE9pV91jEjO1qBRidS,B.G.,43,179881.0
156,0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas,53,59634.0
157,5ndkK3dpZLKtBklKjxNQwT,B.o.B,76,1432621.0
158,67PmHOmt1tveILUtasiYAf,B.T. Express,47,36667.0
159,72eP0W3rIhkxd0NHGg4w4u,B*Witched,49,68346.0
160,51d3rUlLuMh7EW09aMe7yj,B2K,59,266426.0
161,12PSlydMSjEHzSCj9X5qv7,Baby Bash,65,325556.0
162,3TW7S3OjH8GmXtfvMHzOWb,The Baby Einstein Music Box Orchestra,35,8232.0
163,3aVoqlJOYx31lH1gibGDt3,Babyface,60,501144.0
164,5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive,60,248234.0
165,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,78,1580573.0
166,1UxXd73KV3x4Hos5ZL7lKi,Bad Boy's Da Band,22,4580.0
167,5AEG63ajney2BoDXi0Vb84,Bad Company,62,363089.0
168,5fhMbh4PVSLSODF2fhWwqt,Bad English,51,81068.0
169,77IURH5NC56Jn09QHi76is,Bad Meets Evil,62,607370.0
170,2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,64,596663.0
171,67FFKYikvTlvsPNk4NPOYJ,Baha Men,51,15648.0
172,3sc7iUG1Wwpwx7bHeZolgx,Bananarama,62,194124.0
173,0OdUWJ0sBjDrqHygGUXeCF,Band of Horses,65,657161.0
174,6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,71,1196764.0
175,7MyUjj79oHy7I8RocrtzZ2,Banda Machos,61,310031.0
176,51l0uqRxGaczYr4271pVIC,The Bangles,64,343221.0
177,0Z4CzYz9ieK8q9XiVMPkW5,The Bar-Kays,49,98672.0
178,67BqBdApdbZ0onglFqRoTg,Barbara Mandrell,41,68258.0
179,7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,65,368283.0
180,0dEvJpkqhrcn64d3oI8v79,Barenaked Ladies,62,272391.0
181,4rB5wLJLaXdMrXaYsOYLmK,Barney,51,20826.0
182,3alW3LYQS8K29z8C8NSLIX,Barry Manilow,62,335933.0
183,3rfgbfpPSfXY40lzRK7Syt,Barry White,66,578113.0
184,4mITrNyXdPhy8phBHPgAHk,Basia,43,30823.0
185,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,85,2888956.0
186,3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,46,49263.0
187,7HhTERkBV4Ot14KphgBfSh,Baz Luhrmann,9,2613.0
188,7y1GT7SdgGiFLWoktv2TSw,BBMak,43,26870.0
189,0tCtGc5vt29zFZp6KXzN50,Beanie Sigel,56,209029.0
190,03r4iKL2g2442PT9n2UKsx,Beastie Boys,70,1050130.0
191,3YVZDRxTrSOCR1TPDw0nBm,Beavis And Butt-Head,13,1100.0
192,3vbKDsSS70ZX9D2OcvbZmS,Beck,69,807230.0
193,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,75,1233264.0
194,7xkAwz0bQTGDSbkofyQt3U,Belinda Carlisle,63,201101.0
195,2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe,56,354905.0
196,0FOWNUFHPnMy0vOw1siGqi,Belly,68,131860.0
197,44gRHbEm4Uqa0ykW0rDTNk,Ben Folds Five,51,122991.0
198,45lorWzrKLxfKlWpV7r9CN,Ben Harper,63,536423.0
199,1pBuKaLHJlIlqYxQQaflve,Benny Goodman,56,162946.0
200,2aS6jYh7ysTL1ZUsHneNgM,Berlin,62,123072.0
201,2s6JabvZdqVQhfOsaxCSFX,Bert Kaempfert,46,24138.0
202,13y0kncDD4J9wxCyfKr10W,Bette Midler,57,191571.0
203,4UuoJfJ9UybJft7a8E6UHX,Better Than Ezra,54,140788.0
204,6vWDO969PvNqNYHIOW5v0m,Beyoncé,87,15744138.0
205,2uptxo9MWtFjFqBkYSEdoQ,Beyond The Horizon,4,137.0
206,0oBEeN6BCxEgMogzThqrPf,Big & Rich,60,494981.0
207,6ROyXB8NDG0fA78S46JdTB,Big Bad Voodoo Daddy,45,53893.0
208,1h8YIw9HLr6E8gdXVDRbVJ,Big Country,49,83349.0
209,6futYSDVulYR2PktBjTB5W,Big Daddy Kane,51,176388.0
210,1lOQRP0UJWmpoDWBa8PB0B,Big Head Todd and The Monsters,47,40425.0
211,30fiiwr2EeZp1tAhzYCmyM,Big L,58,280634.0
212,2NeBwEmM7I71IsGl1y6FG0,Big Mike,32,885.0
213,2Xu7q46Hf02xOoEIm4E1Qs,Big Pun,62,363730.0
214,0c173mlxpT3dSFRgMO8XPh,Big Sean,86,5002559.0
215,0GWCNkPi54upO9WLlwjAHd,Big Time Rush,64,1191101.0
216,4jWGfUCFeTu5e0wprRhHXR,Big Tymers,52,178401.0
217,4JeqRr8Upw5uxLEu6jgIRm,Bill Cosby,34,18842.0
219,7I45cJlgpJa5SLVWqocmjb,Bill Whelan,31,1918.0
220,1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,70,522418.0
221,1By9QBFnjZAoI83BZppHlt,Billy Currington,70,1095597.0
222,3cMyqwpNT2D8f0WuaRzzZX,Billy Dean,40,45590.0
223,6OqQbeNe7Pi7Zi7SNTi9ko,Billy Gilman,36,14038.0
224,7lzordPuZEXxwt9aoVZYmG,Billy Idol,66,486223.0
225,4WFTfNjxQYskBioYk39r9n,Billy Joe Royal,35,10964.0
226,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,76,1253929.0
227,5IDs1CK15HegSAhGEbSYXo,Billy Ocean,62,257849.0
228,187xgSpsFH8mMbAcoCW0zE,Billy Paul,54,80565.0
229,60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,57,59222.0
230,3Fz2GbraVXhcpXnoi2Oe1r,Billy Squier,58,215051.0
231,6ZzOIAEw7joAghyA80c6D0,Billy Vaughn,46,13138.0
232,1QQBo7mfkehMjDfz1tj5Pq,Billy Vera & The Beaters,32,1781.0
233,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,57,187657.0
234,2shroRw8HaEGsXXUMgi8XF,Birdman & Lil Wayne,0,7756.0
235,22282KfMxDo2PMjnBc82I4,Biz Markie,52,111619.0
236,23xTTTcfVHvWRIPiDAOAE4,Bizzy Bone,43,94777.0
237,7w29UYBi0qsHi5RTcv3lmA,Björk,63,790839.0
238,6tsRo8ErXzpHk3tQeH6GBW,Black Box,50,37636.0
239,07xwCifj3iE7F6fYHin4TU,Black Oak Arkansas,35,37341.0
240,1QPZhx0asYTBxD5RDqfU49,Black Rob,53,60014.0
241,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,73,2979350.0
242,0NnCgUxhtWt1yBtpDyvFQf,Black Sheep,43,59286.0
243,2cFrymmkijnjDg9SS92EPM,Blackbear,81,1571106.0
244,4nJ3J7RwgYmMARNAVrFb06,The Blackbyrds,40,24521.0
245,10rzK0sLCXsUlDhl8ed0MV,Blackfoot,48,96884.0
246,4mOt6H7OnuqLnQrm1Bboc6,BlackHawk,50,76886.0
247,2P3cjUru4H3fhSXXNxE9kA,Blackstreet,68,310114.0
248,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,74,3769945.0
249,0OLVptinKCohT8CL3TFY9s,Blaque Keyz,47,5857.0
250,4W4gYpQ2AQq7US2HZS13Qw,Blessid Union Of Souls,46,29226.0
251,2ICSjfBpos9PxMhGhX25N2,Concrete Blonde,46,41791.0
252,5GUVj2b1lJ4DolQyHlzyaO,Blind Faith,49,115669.0
253,5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,63,414263.0
254,6FBDaR13swtiWwGhX1WQsP,blink-182,79,4384765.0
255,4tpUmLEVLCGFr93o8hFFIB,Blondie,68,476508.0
256,24GaH9tRBgZjlvOhpFuKi2,"Blood, Sweat & Tears",48,147246.0
257,6nDLku5uL3ou60kvCGZorh,Bloodhound Gang,63,359304.0
258,522yoVmanZmrgK5qy3GyRK,Bloodrock,19,3448.0
259,6vytZ677lz4LzCrUDcDokM,Blu Cantrell,58,77318.0
260,7zHhscQ9kdR9fNGAffWz6z,Blue Man Group,39,30580.0
261,1TJbmc7jTpw78GKCiMpvDh,Blue October,61,189324.0
262,00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,66,521693.0
263,1cHFz6lrt7KAsBV8j2Ny1g,The Blues Brothers,57,182557.0
264,3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,57,197611.0
265,7MhMgCo0Bl0Kukl93PZbYS,Blur,70,1156111.0
266,2Q1FIPavG8WZF33kqIP3sy,Bo Bice,23,6845.0
267,4PJHDzdFoQcklrWU18QdsU,Bob Carlisle,38,6921.0
268,74ASZWbe4lXaubB36ztrGX,Bob Dylan,75,2721732.0
269,74ASZWbe4lXaubB36ztrGX,Bob Dylan,75,2721732.0
270,6ryjbFyWBZho9KGXqKZdqQ,Bob James,48,44493.0
271,2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,81,5674233.0
273,485uL27bPomh29R4JmQehQ,Bob Seger,68,447780.0
274,0reZZVbAPxgX1Rqj6XbWj3,Bob Welch,39,22242.0
275,62sPt3fswraiEPnKQpAbdE,Bobby Brown,60,341882.0
276,5l3NwnQvTtpxUmxU8xytk3,Bobby Gentry,7,1456.0
277,5gPEo032lzARtzuVqJIm9o,Bobby Goldsboro,46,34702.0
278,5Rsz3E1aovbqsmLQOxgK2y,Bobby Sherman,26,9432.0
279,4HgF4KnohByNElYid7iCNb,Bobby V.,61,353411.0
280,6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,56,71586.0
281,5KCph1z3jaSwhtwPzoYp6i,Body Count,48,92890.0
282,4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,75,2091536.0
283,58lV9VcRSjABbAbfWS6skp,Bon Jovi,78,4209766.0
284,5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,68,847771.0
285,1sBRcMH8DDR8Nsk2RoJmjS,Boney James,53,59888.0
286,7gX22Ua3mEH2KXTCpIfoOP,Helena Bonham Carter,54,3603.0
287,4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,58,239405.0
288,0SD4eZCN4Kr0wQk56hCdh2,Bonnie Tyler,68,363545.0
289,4toEjJSZu1rbfX2hfVdZFA,Boogie Down Productions,45,102383.0
290,3c8BXo73tAg7XZiNHJugZm,Boots Randolph,29,2661.0
291,5Wj8mwGO6qZ8lftylNOKps,Bootsy Collins & Bootsy's New Rubber Band,8,5878.0
292,29kkCKKGXheHuoO829FxWK,Boston,68,791215.0
293,7352aRY2mqSxBZwzUb6LmA,Bow Wow,63,492445.0
294,5ND0mGcL9SKSjWIjPd0xIb,Bowling For Soup,65,492831.0
295,0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,63,581315.0
296,6O74knDqdv3XaWtkII7Xjp,Boyz II Men,69,1169575.0
297,46njgd2Rq9tZc4ZjeQMgbh,Boz Scaggs,61,202120.0
298,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,69,1292711.0
299,168dgYui7ExaU612eooDF1,Brand New,62,466814.0
300,0k3XbZNQTR8KVW2yWyJDDx,Earl Grant,28,1477.0
301,2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,62,237499.0
302,05oH07COxkXKIMt6mIPRee,Brandy,67,1005247.0
303,5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,69,1290278.0
304,5jWuVnPLmjABrgCGianzs9,Brass Construction,35,41358.0
305,70ZTdbPEcEugBNay4MvxfL,Bread,62,332905.0
306,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,75,1965376.0
307,53M4Iv2RkzzxFFvW2B1jhC,Breathe Carolina,65,241200.0
308,0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,68,724891.0
309,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,72,248826.0
310,7HQH1SJokcVMdstilKJ2S8,The Brian Setzer Orchestra,42,36581.0
311,5o206eFLx38glA2bb4zqIU,Bright Eyes,62,325518.0
312,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,76,1980225.0
313,26dSoYclwsYLMAKD3tpOr4,Britney Spears,80,5171881.0
314,4FffNBBwp4PayIiCBeJFPQ,Britny Fox,34,36734.0
315,0VKh7CQDi9MkUvaBMoK1V0,Bronco,66,483568.0
316,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,67,802455.0
317,6h3rSZ8VLK7a5vXjEmhfuD,The Brothers Johnson,56,119750.0
318,39NR3AUhpbbqKM33vWn2fp,Brothers Osborne,69,323095.0
319,6dQgkiJm1fRkcqKOvPzysr,Brownstone,50,149553.0
320,2iM28IgKg89v1o7BTQAVPo,Bruce Hornsby,58,106755.0
321,7CwJ4VEWs7HV7MWQt9cgyk,Bruce Hornsby and the Range,26,20515.0
322,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,76,1712201.0
323,6UpHyjBIGRSHpna0GQ68bH,Bruce Willis,34,7769.0
324,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,89,16874369.0
325,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,74,851854.0
326,5RNFFojXkPRmlJZIwXeKQC,Bryan Ferry,58,155796.0
327,45kyLFJs5SIEqyzfVopuSc,Bryan White,47,35168.0
328,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,81,2922816.0
329,3RPYHNSwe3w0mtfJwKIN9P,Bubba Sparxxx,58,133058.0
330,2FMZn5P3WATd7Il6FgPJNu,Buck Owens,52,90861.0
331,0yN7xI1blow9nYIK0R8nM7,Buckcherry,56,252063.0
332,3byVCnJiYgvRU7y5VsMHJI,Buckner & Garcia,30,892.0
333,2gCsNOpiBaMNh20jQ5prf0,Buddy Guy,56,427438.0
334,15jBNfRUPUgdZOTSaNoF5l,Buddy Holly & The Crickets,27,65352.0
335,43c94u7flZbHSdDaUuohqS,Buddy Jewell,40,21579.0
336,11kBu957KTYoAltZHDm8gW,Buena Vista Social Club,65,528013.0
337,3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,62,244996.0
338,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,72,1369773.0
339,4E35ibCNOAXiBdd4OMnlrk,Bulletboys,39,41596.0
340,45a6gCQWq61lIUDmr1tKuO,Bun B,64,290482.0
341,0MHgLfmQdutffmvWe5XBTN,Burl Ives,47,17223.0
342,35y7CZMg7jbG8Q96JY7dyC,Burt Bacharach,50,81955.0
343,78SHxLdtysAXgywQ4vE0Oa,Bush,64,623260.0
344,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,74,932250.0
345,3Z6IRCo7umuk8K2XQy0ZDj,Busted,57,137837.0
346,62BcWP4fzR8axESibNQEhs,Butthole Surfers,50,109595.0
347,4135eJjHCRw5SuVzLfzR0x,C-Murder,47,145996.0
348,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,74,1252867.0
349,6A43Djmhbe9100UwnI7epV,Cake,66,501033.0
350,3tC7pAMcEoU8En89pu1i1e,California Raisins,15,831.0
351,7CajNmpbOovFoOoasH2HaY,Calvin Harris,91,13364444.0
352,7iMvwE8qANp3aIfAGKEAwS,Cam’ron,64,256016.0
353,545idYhdloaSlLGBY8E9u2,Cameo,56,250149.0
354,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,88,6299972.0
355,5RANxA4t8gDsQfdUiR02qh,Candle Weather,17,35.0
356,3R6c2tWDBeYB1GncjLMn9n,Candlebox,56,305495.0
357,287jMoxHzjERgHI6ja8TKa,Candy Dulfer,56,35635.0
358,3mGe3yyg9FrxlHidyYWiH6,Candyman,35,6594.0
359,2lQvoGjN6jJfsAkaywtgrB,Canibus,42,35427.0
360,0dS5xeDefwoUNasLUHnCjR,Cappadonna,54,41928.0
361,7BEfMxbaqx6dOpbtlEqScm,Captain & Tennille,52,93573.0
362,4kYSro6naA4h99UJvo89HB,Cardi B,92,4215611.0
